iter	Passed	Remaining
948	13667	734
949	13680	720
950	13691	705
951	13706	691
952	13719	676
953	13730	662
954	13742	647
955	13753	632
956	13767	618
957	13779	604
958	13792	589
959	13805	575
960	13816	560
961	13829	546
962	13845	531
963	13859	517
964	13870	503
965	13884	488
966	13895	474
967	13904	459
968	13919	445
969	13930	430
970	13942	416
971	13953	401
972	13967	387
973	13979	373
974	13989	358
975	14002	344
976	14019	330
977	14031	315
978	14043	301
979	14054	286
980	14068	272
981	14081	258
982	14093	243
983	14105	229
984	14118	215
985	14134	200
986	14149	186
987	14173	172
988	14192	157
989	14214	143
990	14232	129
991	14252	114
992	14273	100
993	14289	86
994	14308	71
995	14329	57
996	14351	43
997	14372	28
998	14394	14
999	14416	0
